DVN,20180220,11,5373415,0.6,18343.5,YES,0,1
DVY,,,921018.13,,16432.9,YES,,
DWCH,20180418,1,74034.3,-0.02,129.08,YES,,4
DWDP,20180426,8,9421889,0.67,159610.72,YES,0,3
DWM,,,75193.2,,890.52,NO,,
DWOG,,,11650.2,,8.05,NO,,
DWSN,20180301,1,54036.75,-0.28,129.66,YES,0,3
DX,20180221,1,391627.41,0.18,401.74,YES,,3
DXC,20180524,9,1597469.75,1.99,26221.9,YES,0.88,3
DXCM,20180227,12,968429.38,0.03,4737.96,YES,163.41,3
DXIEF,20180328,,94559.2,,8.39,NO,,
DXLG,20180319,1,76452.95,0,111.98,YES,,
DXPE,20180330,2,104316.15,0.1,526.45,YES,-33.33,2
DXR,,,4738.3,,14.79,NO,,
DXTR,20180213,1,665751.75,-0.07,1.74,YES,,
DXYN,20180305,1,13839.7,0.01,50.03,YES,,4
DY,20180228,6,492560.84,0.33,3449.68,YES,-1,3
DYAI,20180321,,17799.9,,44.96,NO,,
DYN,20180222,2,3184399.25,-0.43,1615.66,YES,0,3
DYNT,20180212,,12644.95,,12.79,NO,,3
DYSL,20180212,,41841.5,,21.38,NO,,
DZSI,20180228,1,22985.75,0.03,149.94,NO,,3
E,20180307,1,243457.95,0.44,60327.49,YES,0,2
EA,20180508,12,4997839,2.18,35746.08,YES,0,3
EACQ,20180315,,29393.95,,210.21,NO,,
EADSY,20180215,,201925.5,,80482.61,NO,,
EARN,20180208,1,127970.8,0.43,139.36,NO,,3
EARS,20180313,1,886688.13,-0.2,18.96,NO,,
EAST,20180402,2,29395.05,-0.22,24.66,NO,-4.55,
EAT,20180424,6,1990610.38,0.71,1549.39,YES,0,2
EAUI,,,583.4,,0.31,NO,,
EBAY,20180418,15,12569802,0.59,41515.52,YES,0,3
EBF,20180424,,89334.85,,498.17,YES,,
EBIO,20180323,,1101990.63,,26.67,YES,,
EBIX,20180227,2,147619.7,0.75,2461.4,YES,5.96,3
EBKDY,20180227,,39555.1,,21017.22,NO,,3
EBML,20180216,,1250,,5.13,NO,,
EBMT,20180508,2,3526.7,0.32,100.02,NO,0,4
EBR,20180507,,468784.84,,8764.12,YES,,
EBR.B,20180507,,60352.35,,1932.38,YES,,
EBS,20180222,3,305952.5,0.61,2224.23,YES,3.28,4
EBSB,20180424,1,262346.59,0.24,1060.52,YES,,
EBTC,20180419,,6246.3,,365.83,NO,,
EC,20180302,3,2035081.25,0.26,33427.88,YES,-27.85,2
ECA,20180215,5,7008453,0.1,10237.16,YES,2.04,3
ECC,20180223,1,204815.2,0.45,337.15,NO,,3
ECCTF,,1,2333.45,-0.02,210.19,NO,,3
ECF,,,49671.35,,115.24,NO,,
ECH,,,477730.19,,510.29,YES,,
ECHO,20180425,5,380991.06,0.19,799.55,YES,,3
ECIA,20180509,,10092.6,,4.68,NO,,
ECIFY,20180213,,67575.1,,34936.98,NO,,3
ECIGQ,,,733357.94,,1.75,NO,,
ECL,20180220,11,1511503.88,1.4,36911.69,YES,0.21,3
ECOL,20180215,2,80309.6,0.64,1034.56,YES,6.25,2
ECOM,20180213,7,70705,0.06,240.46,YES,-10.26,3
ECOP,,,10135,,0.14,NO,,
ECPG,20180222,5,178909.95,0.93,1022.1,YES,,3
ECR,20180227,4,753182.88,0,457.17,YES,,3
ECRO,,,30084.7,,2.44,NO,,
ECT,20180309,,40685.85,,39.61,NO,,
ECTE,,,40865.7,,0.06,NO,,
ECYT,20180309,2,356471.09,-0.16,144.12,YES,,3
ED,20180215,6,2509864.25,0.78,23171.44,YES,-0.04,3
EDAP,20180402,1,58306.3,0.01,73.94,YES,,3
EDGE,20180301,1,124454.15,-0.47,407.03,NO,,3
EDGW,20180307,,21710.85,,82.97,NO,,
EDIG,20180213,,230630.3,,0.76,NO,,
EDIT,20180306,5,1764193.63,-0.79,1509.68,YES,14.14,4
EDMC,,,98823.8,,0.48,NO,,
EDN,20180314,1,81190.9,0.64,2462.82,NO,,
EDNMY,20180222,,8131.9,,7234.73,NO,,3
EDPFY,20180301,,7255,,12114.12,NO,,3
EDR,20180220,5,464213.06,0.58,2295.31,YES,-1.72,4
EDSFF,,,505.05,,0.48,NO,,
EDTXF,20180329,,8700.65,,57.4,NO,,
EDU,20180423,1,2515338.25,0.11,13051.79,YES,0,4
EDUC,20180529,,34839.2,,75.03,NO,,
EE,20180227,2,228495.75,0.21,2009.29,YES,0,5
EEA,,,17729.9,,77.3,NO,,
EEB,,,13560.4,,87.73,YES,,
EEFT,20180424,5,551355.69,1.12,4187.09,YES,4.91,3
EEI,20180321,,4084.25,,46.87,NO,,
EEM,,,85671952,,40833.15,YES,,
EEP,20180215,4,1326297.63,0.2,4385.12,YES,10.29,4
EEQ,20180216,3,665245.56,0.19,1157.42,YES,14.41,4
EESO,,,31740.05,,0.73,NO,,
EEX,20180215,3,77256.75,-0.06,1522.97,YES,11.77,2
EFA,,,35951816,,77083.39,YES,,
EFBI,,,1727.15,,25.8,NO,,
EFC,20180213,2,112217.95,0.26,472.53,YES,0,5
EFII,20180419,5,634750.81,0.54,1192.08,YES,0,4
EFOI,20180222,4,14805.3,-0.15,30.11,YES,,3
EFSC,20180423,3,134221.41,0.78,1072.48,YES,0,2
EFSI,20180420,,1927.45,,107.79,NO,,
EFX,20180214,9,1126171.25,1.35,13689.05,YES,0.58,3
EGAN,20180509,3,124686.6,-0.04,141.74,YES,0,3
EGBN,20180417,1,150406.95,0.89,2053.96,YES,0,1
EGHT,20180524,9,1320746.25,0.01,1506.86,YES,,4
EGI,20180309,,199653.55,,79.84,YES,,
EGIEY,20180222,,703.2,,6834.21,NO,,
EGL,20180301,5,148597.34,0.43,905.89,YES,-1.62,4
EGLE,20180329,4,547060.75,-0.03,337.17,YES,-200,3
EGLT,20180308,2,766874.88,-0.38,37.65,YES,,
EGN,20180220,13,1041022.81,0.41,4791.08,YES,1.23,1
EGO,20180222,5,9016303,0,976.63,YES,0,4
EGOV,20180507,3,993881.88,0.16,864.84,YES,2.86,3
EGP,20180419,7,230723.41,1.1,2690.98,YES,0.41,3
EGRX,20180307,2,200448,1.18,836.66,YES,,3
EGY,20180312,,182118.55,,48.29,YES,,
EHC,20180226,8,513877.75,0.66,5060.06,YES,1.83,2
EHIC,20180328,,215285.45,,839.51,NO,,3
EHTH,20180226,5,153400.75,-1.14,293.3,YES,5.1,4
EIG,20180228,1,127331.45,0.56,1310.2,YES,0,2
EIGI,20180213,3,263316.31,-0.17,1054.66,YES,-5.88,4
EIGR,20180322,4,295321.91,-1.02,89.39,NO,-5.62,2
EIX,20180222,6,3770907.25,0.93,18919.86,YES,-0.72,3
EJTTF,,,750.25,,8639.27,NO,,1
EKCS,,,22337.55,,2.14,NO,,
EKSO,20180306,1,438673.84,-0.1,86.26,NO,,3
EKTAY,20180307,,13084.1,,3162.48,NO,,
EL,20180502,12,1870696.75,1.45,48408.3,YES,0,2
ELED,20180219,,1444871,,1.12,NO,,
ELF,20180314,10,383673.66,0.17,906.69,YES,0,3
ELGX,20180221,4,545685.13,-0.22,341.33,YES,,4
ELIO,20180507,1,2978.8,-0.34,82.34,NO,,
ELLI,20180426,8,341151.44,0.25,3013.63,YES,-0.71,2
ELMD,20180213,1,14940,0.03,46.51,NO,,
ELON,20180503,1,15861,-0.28,21.88,NO,,
ELOX,20180209,,6150.65,,19.55,NO,,
ELP,20180327,,532270.38,,1932,YES,,
ELPVY,20180327,,3282.15,,899.19,NO,,
ELRN,20180209,,12555,,0.19,NO,,
ELRNF,20180320,,901.95,,148.87,NO,,
ELS,20180416,3,426742.59,0.87,7224.12,YES,0,3
ELSE,20180404,,5816.6,,13.51,NO,,
ELST,20180223,,1785.4,,2.74,NO,,
ELTK,20180326,,106988.6,,7.38,NO,,
ELTP,20180209,,1082892.25,,97.5,NO,,
ELUXY,20180427,,6008.05,,187328.56,NO,,2
ELVT,20180514,3,151136.59,0.13,333.2,NO,-3.39,3
ELY,20180503,11,966895.31,-0.17,1429.39,YES,6.64,3
EMAN,20180327,3,429165.81,-0.04,48.15,YES,,3
EMAV,,,57051,,0.14,NO,,
EMB,,,3644492,,12610.16,YES,,
EMCF,20180424,,870.75,,69.84,NO,,
EMCI,20180504,,12159.1,,592.98,YES,,
EME,20180222,3,310938.94,0.86,4424.56,YES,,3
EMES,20180226,5,574288.13,0.31,216.35,YES,12.18,3
EMF,,,88511.55,,288.92,NO,,
EMGC,20180319,,110649.9,,61.12,NO,,
EMI,,,3949,,24.96,NO,,
EMIS,20180404,,37790.1,,18.86,NO,,
EMITF,20180517,,18749.55,,25.27,NO,,
EMKR,20180503,3,280443.09,0.09,136,YES,,3
EML,20180209,,6991.8,,153.4,NO,,
EMMS,20180510,,34600.9,,40.73,YES,,
EMN,20180426,6,1414658.75,1.06,13380.51,YES,0,3
EMPM,,,758.45,,0.17,NO,,
EMR,20180501,8,3569390,0.54,42153.22,YES,0,2
EMX,,,66660.4,,70.3,NO,,
ENB,20180216,5,2978533.75,0.44,56786.31,YES,1.22,3
ENBL,20180220,4,270805.31,0.21,6466.82,YES,-8.43,2
ENCR,20180413,,6423.1,,3.47,NO,,
ENDP,20180227,8,5471245.5,0.63,1397.94,YES,-4,5
ENDV,20180413,,1125036.13,,14.93,NO,,
ENFC,20180419,1,11178.8,0.37,188.49,NO,0,2
ENG,20180308,,37918.1,,21.69,YES,,
ENGGY,,,21990.15,,5925.39,NO,,3
ENGIY,20180301,,252745.7,,37893.04,NO,,
ENGY,,,2258.75,,0.1,NO,,
ENHT,,,25101.4,,0.04,NO,,
ENIA,20180502,,759314.13,,12743,YES,,
ENIC,,,330789.94,,5822.4,YES,,
ENLAY,20180316,,154282.45,,57543.41,NO,,
ENLC,20180220,5,354777.66,0.17,3042.93,YES,-6.98,3
ENLK,20180220,10,774410.13,0.06,5667.9,YES,-29.82,3
ENPH,20180227,3,892631.31,0,195.89,YES,,3
ENR,20180502,6,1348349.63,1.42,3158.57,YES,0,1
ENRJ,20180330,,1046349.88,,2.16,NO,,
ENS,20180503,2,296768.25,1.14,2962.2,YES,1.98,3
ENSG,20180208,3,180519.91,0.39,1213.5,YES,,3
ENSV,20180330,1,79610.7,-0.02,46.47,NO,,
ENT,20180913,2,549019.31,-0.34,191.55,YES,0,4
ENTA,20180514,2,249381.66,0.05,1429.85,YES,,3
ENTG,20180426,6,1070072.13,0.37,4192.41,YES,2.33,3
ENTL,20180220,3,180336.25,-0.44,617.22,YES,0.75,4
ENUMQ,20180327,,348410.84,,0.17,NO,,
ENV,20180322,5,227509.91,0.39,2193.14,YES,-0.51,1
ENVA,20180426,2,402853.69,0.21,673.44,YES,0,2
ENVS,,,20123.15,,0.08,NO,,
ENZ,20180312,1,202143.5,-0.01,316.28,YES,,
ENZN,20180323,,98932.65,,10.26,NO,,
EOCC,20180426,,157976.66,,7540.15,YES,,
EOG,20180227,10,2977186.5,0.52,58423.27,YES,4.06,1
EONGY,20180321,,127277.8,,19129.6,NO,,3
EORBF,20180330,,1629.45,,5.15,NO,,
EPAM,20180216,8,261000.16,0.97,5608.17,YES,1.93,3
EPAY,20180426,5,327049.59,0.26,1442.94,YES,0,3
EPC,20180501,5,840381.13,0.57,2670.18,YES,1.91,4
EPD,20180501,9,6238411.5,0.35,56188.23,YES,1.36,3
EPE,20180307,8,710147.38,-0.11,439.8,YES,-1.59,3
EPIX,20180212,1,198563.84,-0.18,6.4,NO,,3
EPM,20180514,2,77889.8,0.11,263.71,YES,0,3
EPP,,,627896.06,,3159.39,YES,,
EPR,20180228,5,594416.88,1.44,4048.78,YES,0.69,3
EPRSQ,,,25594.55,,0.09,NO,,
EPSC,,,357417.25,,0.06,NO,,
EPXY,,,15098787,,0.48,NO,,
EPZM,20180308,9,451155.41,-0.56,1101.59,YES,-0.25,3
EQBK,20180419,1,49262.2,0.49,519.65,NO,,2
EQC,20180214,2,713658.25,0.2,3486.91,YES,,3
EQFN,,,713.1,,36.38,NO,,
EQGP,20180215,3,121968.6,0.28,6896.33,YES,-7.14,3
EQIX,20180214,6,706054.88,4.8,32074.25,YES,,3
EQM,20180215,8,330992.91,1.55,5627.02,YES,-11.06,4
EQR,20180424,9,2267449.5,0.81,20336.68,YES,0.05,3
EQS,,,7333.2,,32.58,NO,,
EQT,20180215,9,3747794.75,0.22,8039.73,YES,-7.32,3
EQUI,,,800,,0.15,NO,,
EQUR,20180330,,6399.5,,1.78,NO,,
ERA,20180314,,64316.4,,199.64,YES,,
ERBA,,,5080.65,,10.73,NO,,
ERF,20180223,2,1371882.25,0.08,2438.24,YES,-62.5,3
ERGO,,,8772.05,,0.5,NO,,
ERHE,20180220,,7477202.5,,0.29,NO,,
ERI,20180308,4,653758.88,0.23,2454.55,YES,1.1,2
ERIC,20180424,3,7246725.5,0.04,20805.09,YES,0,3
ERIE,20180222,1,29932.05,0.76,5135.3,YES,,3
ERII,20180314,2,351399.41,0.04,391.78,YES,,4
ERJ,20180308,4,1390538.13,0.69,4754.44,YES,-1.45,3
ERN,20180315,,45198.55,,752.34,YES,,
EROS,20180220,2,338440.81,0.1,615.74,YES,,4
ERYP,20181005,1,1590.3,-0.6,357.08,NO,,3
ES,20180220,6,3380982.5,0.76,17780.46,YES,-0.53,3
ESALY,20180509,,2453.5,,16465.4,NO,,2
ESBK,20180424,,4900.85,,54.49,NO,,
ESCA,20180222,1,10091.2,0.28,180.35,YES,,3
ESCC,20180312,,33849.4,,10.73,NO,,
ESCRQ,,,7348.25,,0.04,NO,,
ESE,20180503,1,117509.95,0.33,1590.75,YES,0,3
ESEA,20180215,1,24984.55,-0.12,19.33,NO,,
ESES,20180309,3,25336.4,-0.03,102.13,NO,-50,4
ESGR,20180226,,40217.2,,3764.95,NO,,
ESIO,20180508,1,1942318,0.84,538.51,YES,0,1
ESL,20180503,3,282528.84,0.38,2079.04,YES,0,3
ESLOY,20180301,,35351.35,,28264.65,NO,,2
ESLT,20180320,,47199.4,,6039.87,NO,,3
ESMC,20180213,,4368.75,,1.14,NO,,
ESNC,20180213,3,496618.56,-0.07,20.53,NO,,3
ESND,20180221,1,277961.94,0.33,312.18,YES,,
ESNR,,,157475.16,,0.33,NO,,
ESNT,20180209,4,558286.75,0.78,4271.06,YES,-2.25,2
ESP,20180208,,2160.6,,54.59,NO,,
ESPGY,,,8223.5,,724.78,NO,,
ESPH,20180219,,191813,,2.37,NO,,
ESPIQ,,,760602.94,,0.29,NO,,
ESPR,20180228,6,633339.5,-1.8,1759.18,YES,,3
ESQ,20180426,,9383.1,,161.18,NO,,
ESRT,20180221,4,1194691.63,0.25,2821.78,YES,-2,3
ESRX,20180227,14,4154582.5,2.09,41543.46,YES,0.17,3
ESS,20180426,13,450413.84,3.01,14418.27,YES,-0.29,3
ESSA,20180214,,11544.55,,179.23,NO,,
ESTE,20180321,7,160514.8,0.09,616.51,NO,-11.62,3
ESV,20180227,11,13580806,-0.27,2795.64,YES,6.5,3
ETCC,20180530,,1242.35,,9.07,NO,,
ETE,20180221,7,7011642.5,0.31,17914.47,YES,100.93,3
ETFC,20180419,7,2756951,0.62,12935.82,YES,0,1
ETFM,20180416,,1746567.75,,0.29,NO,,
ETH,20180425,4,446587.94,0.52,667.66,YES,0,3
ETM,20180228,2,2889530,0.32,403.22,YES,,2
ETN,20180501,9,3019811.5,1.25,34988.05,YES,0,3
ETP,20180221,8,8294384,0.28,21191.76,YES,34.55,3
ETR,20180223,5,1409667.63,0.42,12981.7,YES,4.27,3
ETST,,,53124.95,,42.62,NO,,
ETSY,20180227,8,1437237.13,0.08,2158,YES,-16.42,4
EURN,20180125,6,774691.06,-0.16,1217.95,YES,-3.23,4
EUSP,20180330,,732.75,,9.05,NO,,
EV,20180227,5,810519.88,0.71,6202.63,YES,-1.84,2
EVA,20180222,1,43525.6,0.35,393.46,YES,,5
EVARF,20180417,1,4767.2,-0.31,2.52,NO,,
EVBG,20180221,7,228065.55,-0.02,850.75,YES,0,4
EVBN,20180425,,7880.65,,196.08,NO,,
EVC,20180301,1,487792.34,-0.02,576.02,YES,,3
EVEP,20180307,1,266803.91,-0.26,30.61,YES,,
EVFM,20180322,,25222.51,,16.74,NO,,
EVGN,20180226,1,2884.75,-0.18,90.9,NO,,
EVH,20180227,10,840246.31,-0.04,1067.24,YES,-16.67,3
EVHC,20180227,8,2037926.25,0.49,4272.23,YES,-1.61,3
EVI,20180212,,32987.35,,375.5,NO,,
EVJ,,,14145.5,,52.37,NO,,
EVK,20180330,,9563.7,,39.95,NO,,
EVLV,20180328,3,255604.75,0.1,75.71,YES,,3
EVN,,,97767.4,,283.28,NO,,
EVNVY,20180227,,671.85,,3579.57,NO,,
EVO,,,7581.25,,35.97,NO,,
EVOK,20180321,3,61496.45,-0.22,37.76,NO,,3
EVOL,20180327,,16764.8,,68.28,YES,,
EVP,,,5212.3,,31.97,NO,,
EVR,20180425,1,527537.13,1.45,3512.22,YES,0,2
EVRC,,,9717.5,,52.05,NO,,
EVRI,20180313,2,691186.88,-0.1,464.16,YES,,3
EVSNF,20180405,,4759.15,,27.08,NO,,
EVSP,,,2501.35,,0.54,NO,,
EVTC,20180221,6,1040158.5,0.23,1093.09,YES,1.44,3
EVTCY,20180327,1,2304.15,0.12,2388.28,NO,,
EVTI,,,475250,,0.14,NO,,
EVTN,20180413,,76916.65,,4.53,NO,,
EVY,,,13318.5,,68.23,NO,,
EW,20180424,12,1380724.63,0.9,26194.31,YES,0,2
EWA,,,2912501.75,,1629.26,YES,,
EWBC,20180418,9,824943.94,0.92,9036.82,YES,0,2
EWD,,,487457.41,,475.45,YES,,
EWG,,,5800067,,4099.1,YES,,
EWH,,,6555321,,2162.66,YES,,
EWI,,,990013.88,,720.33,YES,,
EWJ,,,13415750,,21122.98,YES,,
EWKS,,,13040163,,0.01,NO,,
EWL,,,1176673.63,,1270.08,YES,,
EWM,,,1123258,,620.52,YES,,
EWP,,,1052759.38,,943.89,YES,,
EWQ,,,1062298.25,,766.5,YES,,
EWS,,,962772.38,,667.12,YES,,
EWU,,,3290317.5,,2537.46,YES,,
EWY,,,3516350.5,,3977.26,YES,,
EWZ,,,21679116,,8054.13,YES,,
EXAC,20180220,1,95527.9,0.38,711.82,YES,,3
EXAS,20180222,6,3525494.75,-0.28,5335.19,YES,5.39,3
EXC,20180502,7,6964569,0.62,34543.96,YES,8.88,2
EXEL,20180226,8,2890350.25,0.12,8165.55,YES,10.64,2
EXFO,20180404,2,93805.65,0.05,241.69,NO,0,4
EXHI,,,7131,,0,NO,,
EXK,20180301,3,1522288.25,0.01,274.03,YES,0,5
EXLS,20180227,9,133757.66,0.65,1941.54,YES,-0.17,3
EXP,20180517,2,612539.75,1.42,4931.13,YES,0,3
EXPD,20180220,5,1028003.5,0.64,10726.14,YES,,3
EXPE,20180426,12,2156300.5,1.16,18731.56,YES,-65,3
EXPGY,,,88331.7,,19515.22,NO,,3
EXPI,20180402,1,151494.7,-0.38,657.13,NO,0,4
EXPL,20180416,,12441.35,,15.16,NO,,
EXPO,20180418,2,95918.4,0.41,1849.34,YES,0,2
EXPR,20180314,3,2032628.75,0.32,539.84,YES,1.56,4
EXR,20180220,8,1218365.5,1.08,9773.16,YES,0.23,3
EXSO,,,5046.55,,0.11,NO,,
EXTN,20180314,1,141554.05,-0.53,955.54,YES,,
EXTR,20180502,4,4052124.75,0.13,1241.43,YES,5.26,4
EXXI,,1,568547.25,-1.09,175.41,YES,,3
EYE,20180301,3,217395.66,0,2659.17,NO,100,3
EYEG,20180222,3,437903.34,-0.26,11.7,NO,4,
EYEN,,,155599.64,,88.14,NO,,
EYES,20180308,1,869765.88,-0.14,105.09,YES,,3
EZA,,,625474.38,,464.04,YES,,
EZEN,,,17522.75,,0.13,NO,,
EZPW,20180502,1,843026.63,0.18,718.04,YES,0,2
EZU,,,8740694,,15643.42,YES,,
F,20180426,7,67686880,0.42,41431.11,YES,-1.59,4
FABK,,,914.95,,108.81,NO,,
FAC,20180313,,10942.65,,44.91,NO,,
FAF,20180426,2,708496.88,0.91,6099.39,YES,4.13,2
FALC,20180308,,60987.9,,8.04,YES,,
FANG,20180213,18,1223299.63,1.52,10928.96,YES,1.33,3
FANH,20180305,,309549.31,,1544.31,YES,,
FANUY,20180215,,713791.81,,48481.89,NO,,2
FARM,20180206,1,54527,0.18,500.23,NO,0,3
FARO,20180228,3,78389.45,0.36,832.22,YES,,3
FARYF,,,53375,,263.23,NO,,
FAS,,,2486819.25,,1676.12,YES,,
FAST,20180411,8,3628552.75,0.46,14998.54,YES,0,2
FAT,,,10809.05,,82.9,NO,,
FATE,20180315,5,636513.44,-0.24,412.96,YES,12.5,3
FAX,,,674874.31,,1207.7,NO,,
FAZ,,,2616321.5,,156.66,YES,,
FB,20180502,14,30020352,1.96,498578.56,YES,0,1
FBC,20180424,4,186848.91,0.54,1995.93,YES,0,1
FBCE,,,36166.7,,0.14,NO,,
FBER,,,70654.55,,1.08,NO,,
FBHS,20180425,7,1608503.25,0.79,9478.44,YES,0,2
FBIO,20180315,1,102131.65,-0.57,181.86,YES,,3
FBIZ,20180426,3,15008.1,0.39,210.32,YES,0,2
FBK,20180423,2,108831.4,0.54,1189.97,NO,0,2
FBLQ,,,7114.7,,0.01,NO,,
FBM,20180227,5,78149.35,0.01,606.54,NO,400,3
FBMS,20180420,1,16759.6,0.48,345.58,NO,0,2
FBNC,20180426,3,93606.45,0.53,1017.82,YES,5.26,2
FBNK,20180417,2,20281.55,0.35,395.63,YES,0,2
FBP,20180424,2,2423848.25,0.05,1247.92,YES,0,3
FBR,20180425,1,1837203.63,0.2,9184.24,YES,0,3
FBSS,20180214,,1708,,80.45,NO,,
FC,20180329,5,92139.5,-0.33,365.17,YES,,3
FCAP,20180426,,506.1,,125.25,NO,,
FCAU,20180425,3,6291283,0.64,33021.07,YES,0,1
FCB,20180419,4,201288.91,0.74,2327.78,YES,-0.4,2
FCBC,20180424,,25949.5,,442.29,YES,,
FCBI,20180419,,541.6,,39.99,NO,,
FCCG,,,6249.95,,18.61,NO,,
FCCO,20180418,2,5675.2,0.28,163.9,NO,0,2
FCCY,20180423,2,6443.45,0.26,154.79,NO,4.62,1
FCE.A,20180503,,1677190.75,,5735.17,YES,,
FCEL,20180308,3,1385041.25,-0.2,120.33,YES,0,3
FCF,20180424,2,525834.75,0.21,1324.43,YES,0,2
FCFS,20180426,3,233149.75,0.84,3340.82,YES,0,2
FCGD,,,2177504.5,,0.48,NO,,
FCHS,20180402,1,17838.75,0.06,38.7,NO,,
FCIC,,,904.1,,0.87,NO,,
FCN,20180222,3,213131.2,0.5,1533.07,YES,12,3
FCNCA,20180425,,35371.9,,4950.28,NO,,
FCO,,,32113.15,,77.04,NO,,
FCOB,20180507,,2738.85,,48.81,NO,,
FCPT,20180220,2,271747.59,0.34,1332.24,YES,,4
FCRE,,,17862.95,,4.87,NO,,
FCSC,20180308,2,844005.69,-0.23,17.29,YES,2.22,3
FCUUF,20180302,,279821.59,,259.43,NO,,3
FCX,20180424,8,21819810,0.49,24840.64,YES,0,3
FDBC,20180425,,1930.1,,184.63,NO,,
FDC,20180212,17,6202679.5,0.44,14710.81,YES,1.11,3
FDEF,20180416,2,31915.3,0.89,533.34,NO,0,2
FDIV,,,11328.5,,97.15,NO,,
FDN,,,537127.25,,5813.55,YES,,
FDP,20180220,1,174797.59,1.17,2223.74,YES,,
FDS,20180327,12,329341.25,1.97,7336.1,YES,0.83,3
FDUS,20180301,3,118171,0.37,339.96,YES,0,3
FDVA,20180212,,10030.25,,81.6,NO,,
FDX,20180320,13,1686648.25,2.86,64097.94,YES,0.8,2
FE,20180220,5,10983197,0.69,13630.45,YES,0,3
FECOF,20180404,,61307.3,,2,NO,,
FEDU,20180216,1,80887.05,0.12,90.88,NO,,3
FEIM,20180315,,2920.95,,83.37,NO,,
FELE,20180220,3,115988.7,0.45,1933.76,YES,,3
FELP,20180307,2,29515.3,-0.07,323.78,YES,0,4
FENC,20180329,,12327.45,,138.69,NO,,
FENG,20180312,,327595.69,,391.53,YES,,
FENX,20180815,1,67200.25,0.04,5.57,NO,,
FERGY,,,653666.5,,17747,NO,,3
FET,20180426,7,771327.25,-0.03,1502.54,YES,,3
FEYE,20180501,15,3218827.25,-0.01,2606.38,YES,28.95,3
FF,20180315,,102738.4,,534.96,YES,,
FFBC,20180419,4,343536.81,0.42,1681.83,YES,0,2
FFBW,,,12863.6,,72.14,NO,,
FFG,20180503,2,16906.8,1.05,1651.81,YES,0,2
FFHL,20180405,,28906.85,,10.42,NO,,
FFIC,20180424,1,71414.25,0.42,756.73,YES,,3
FFIN,20180419,2,231028.59,0.44,2948.59,YES,0,2
FFIV,20180425,12,1003166.63,2.04,8488.15,YES,0,3
FFKT,20180418,1,29622.65,0.61,276.65,NO,0,2
FFNM,20180223,,26404.65,,40.92,NO,,
FFNW,20180426,2,12929.85,0.23,160.9,YES,0,2
FFPM,,,8750,,0.02,NO,,
FFRMF,,,1195583,,63.83,NO,,
FFWM,20180423,4,163427,0.24,673.6,NO,0,3
FG,20180228,1,426834.06,0.13,2012.93,NO,,3
FGBI,20180215,,8997.65,,223.88,NO,,
FGEN,20180307,4,639327.38,-0.28,4192.07,YES,,3
FGP,20180308,1,255719.59,0.61,397.35,YES,,4
FHB,20180426,4,393606.09,0.41,3824.73,YES,0,2
FHLB,20180209,,1319,,19.39,NO,,
FHN,20180412,8,3650375.25,0.29,6106.7,YES,-2.78,2
FI,20180222,5,673819.56,-0.11,1338.64,YES,,4
FIBK,20180424,4,150155,0.64,2215.86,YES,0,2
FICO,20180426,2,177073.75,1.13,4698.92,YES,0,2
FII,20180426,4,1334178.25,0.58,3234.98,YES,0,1
FINL,20180323,10,1229446.38,-0.36,418.99,YES,,2
FINMY,20180321,,35928.35,,6139.96,NO,,
FIRT,20180209,,4610,,67.4,NO,,
FIS,20180501,13,1779409.38,1.34,30962.96,YES,0.46,2
FISB,,,1830.85,,70.19,NO,,
FISI,20180424,1,47114.7,0.5,472.7,YES,,
FISV,20180425,12,1305198.13,1.37,27727.54,YES,1.92,3
FIT,20180228,9,4997834.5,0,1047.83,YES,100,3
FITB,20180424,12,5150358.5,0.47,21577.34,YES,0,3
FIVE,20180328,6,902301.88,1.17,3453.3,YES,-0.15,2
FIVN,20180221,8,315604.06,0.04,1359,YES,0,3
FIX,20180222,2,133206.55,0.51,1481.66,YES,,3
FIZZ,20180308,,245598.66,,4518.88,YES,,
FJTSY,20180213,,11972.25,,11999.04,NO,,
FKWL,20180213,,6397.15,,19.99,NO,,
FKYS,20180212,,511.45,,152.07,NO,,
FL,20180302,12,3217234.75,1.24,5560.89,YES,2.26,1
FLDM,20180208,1,146167.16,-0.25,223.38,YES,,
FLEX,20180426,5,4766310,0.3,8806.73,YES,1.19,3
FLGT,20180226,1,21067.95,-0.02,80.2,NO,,4
FLIC,20180507,1,42660.05,0.38,675.91,YES,,2
FLIR,20180214,6,931760,0.57,6438.16,YES,-1.18,3
FLKS,20180314,3,60953.9,-0.85,68.11,YES,,4
FLL,20180305,,64792.8,,71.11,NO,,
FLNA,,,14899.95,,0.1,NO,,
FLO,20180516,2,1266651.13,0.14,4183.81,YES,,4
FLOW,20180502,4,343607.75,0.5,1994.19,YES,0,2
FLR,20180220,5,1731724,0.63,7736.5,YES,,3
FLS,20180215,10,1456303.13,0.52,5332.52,YES,-0.39,3
FLSR,,,93827792,,0.01,NO,,
FLT,20180507,9,500635.09,2.33,17467.02,YES,0.58,2
FLTT,,,947804.69,,0.15,NO,,
FLUX,20180213,,6106.25,,10.42,NO,,
FLWS,20180501,4,184300.3,0.88,691.48,YES,-5.41,3
FLXI,,,1811.95,,6.23,NO,,
FLXN,20180308,4,723174.5,-1.09,846.17,YES,-4.15,4
FLXS,20180419,,24790.75,,302.71,NO,,
